wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster
JAX,2024-04-22 01:51,2024-04-22 02:15,2024-04-22 01:51,202404220215,SV,C,W,95,EXP,FLC083,4312.73876953125,2024-04-22 02:12,,,,,False,,,,,,,202404220151-KJAX-WUUS52-SVRJAX,AB
TAE,2024-01-09 18:19,2024-01-09 18:59,2024-01-09 18:19,202401091915,SV,C,W,18,CAN,FLC029,1845.5067138671875,2024-01-09 18:59,,,,,False,,,,,,,202401091819-KTAE-WUUS52-SVRTAE,71-BUNKER
TAE,2024-01-09 18:19,2024-01-09 18:59,2024-01-09 18:19,202401091915,SV,C,W,18,CAN,FLC067,1420.96240234375,2024-01-09 18:59,,,,,False,,,,,,,202401091819-KTAE-WUUS52-SVRTAE,71-BUNKER
TAE,2024-01-09 18:19,2024-01-09 18:59,2024-01-09 18:19,202401091915,SV,C,W,18,CAN,FLC123,2718.59814453125,2024-01-09 18:59,,,,,False,,,,,,,202401091819-KTAE-WUUS52-SVRTAE,71-BUNKER
TAE,2024-02-03 23:58,2024-02-06 06:00,2024-02-03 23:58,202402050900,RP,C,S,9,CON,FLZ114,404.1982116699219,2024-02-05 17:15,,,,,False,,,,,,,202402032358-KTAE-WHUS42-CFWTAE,DVD
MFL,2024-02-19 12:00,2024-02-25 00:00,2024-02-19 07:43,202402220000,RP,C,S,13,CON,FLZ168,297.02288818359375,2024-02-24 15:35,,,,,False,,,,,,,202402190743-KMFL-WHUS42-CFWMFL,
JAX,2024-01-09 19:02,2024-01-09 19:45,2024-01-09 19:02,202401091945,SV,C,W,13,NEW,FLC089,1699.857177734375,2024-01-09 19:02,,,,,False,,,,,,,202401091902-KJAX-WUUS52-SVRJAX,AB
JAX,2024-01-09 19:02,2024-01-09 19:45,2024-01-09 19:02,202401091945,SV,C,W,13,NEW,FLC125,647.49658203125,2024-01-09 19:02,,,,,False,,,,,,,202401091902-KJAX-WUUS52-SVRJAX,AB
MFL,2024-06-11 20:38,2024-06-11 23:00,2024-06-11 20:38,202406112300,FA,C,Y,48,EXP,FLC011,3161.671630859375,2024-06-11 23:07,00000,N,ER,OO,False,,,,,,,202406112038-KMFL-WGUS82-FLSMFL,RAG
MFL,2024-06-11 20:38,2024-06-11 23:00,2024-06-11 20:38,202406112300,FA,C,Y,48,EXP,FLC099,5142.36865234375,2024-06-11 23:07,00000,N,ER,OO,False,,,,,,,202406112038-KMFL-WGUS82-FLSMFL,RAG
MFL,2024-02-04 15:01,2024-02-04 15:45,2024-02-04 15:01,202402041545,SV,C,W,2,EXP,FLC086,5094.58447265625,2024-02-04 15:37,,,,,False,,,,,,,202402041501-KMFL-WUUS52-SVRMFL,WR
TAE,2024-01-07 18:00,2024-01-12 19:09,2024-01-07 14:03,202401110000,FL,C,W,1,CAN,FLC123,2718.59814453125,2024-01-12 19:09,LAMF1,1,ER,NO,False,,,,,,,202401071403-KTAE-WGUS42-FLWTAE,WD
JAX,2024-02-19 02:00,2024-02-19 15:02,2024-02-18 18:29,202402192200,SU,C,Y,3,CAN,FLZ138,146.872802734375,2024-02-19 15:02,,,,,False,,,,,,,202402181829-KJAX-WHUS42-CFWJAX,
JAX,2024-02-19 02:00,2024-02-19 15:02,2024-02-18 18:29,202402192200,SU,C,Y,3,CAN,FLZ133,680.9476928710938,2024-02-19 15:02,,,,,False,,,,,,,202402181829-KJAX-WHUS42-CFWJAX,
TAE,2024-02-04 08:04,2024-02-04 20:39,2024-02-03 23:58,202402042100,WI,C,Y,4,CAN,FLZ112,1188.4771728515625,2024-02-04 20:39,,,,,False,,,,,,,202402032358-KTAE-WWUS72-NPWTAE,DVD
JAX,2024-02-23 14:00,2024-02-24 00:15,2024-02-23 07:51,202402240400,RP,C,S,5,CAN,FLZ124,370.8739013671875,2024-02-24 00:15,,,,,False,,,,,,,202402230751-KJAX-WHUS42-CFWJAX,
JAX,2024-04-22 17:00,2024-04-24 01:20,2024-04-22 06:45,202404240200,RP,C,S,12,CAN,FLZ124,370.8739013671875,2024-04-24 01:20,,,,,False,,,,,,,202404220645-KJAX-WHUS42-CFWJAX,
JAX,2024-02-04 22:53,2024-02-04 23:03,2024-02-04 22:53,202402042345,SV,C,W,50,CAN,FLC031,2169.6953125,2024-02-04 23:03,,,,,False,,,,,,,202402042253-KJAX-WUUS52-SVRJAX,23
JAX,2024-01-09 19:44,2024-01-09 20:45,2024-01-09 19:44,202401092045,SV,C,W,17,CON,FLC109,1702.60009765625,2024-01-09 20:37,,,,,False,,,,,,,202401091944-KJAX-WUUS52-SVRJAX,AB
TBW,2024-01-09 21:58,2024-01-09 22:30,2024-01-09 21:58,202401092230,SV,C,W,5,NEW,FLC081,1946.7275390625,2024-01-09 21:58,,,,,False,,,,,,,202401092158-KTBW-WUUS52-SVRTBW,TBW
TBW,2024-01-09 21:58,2024-01-09 22:30,2024-01-09 21:58,202401092230,SV,C,W,5,NEW,FLC115,1494.819091796875,2024-01-09 21:58,,,,,False,,,,,,,202401092158-KTBW-WUUS52-SVRTBW,TBW
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ058,2013.75390625,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ154,423.17010498046875,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ159,386.3283996582031,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ164,359.5745544433594,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ247,330.4070129394531,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ254,913.12841796875,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ259,1107.533203125,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ264,1087.8250732421875,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ347,226.41384887695312,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ547,1152.2489013671875,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
JAX,2024-02-04 21:12,2024-02-04 21:29,2024-02-04 21:12,202402042145,TO,C,W,20,CAN,FLC031,2169.6953125,2024-02-04 21:29,,,,,False,,,,,,,202402042112-KJAX-WFUS52-TORJAX,23
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ647,453.6716003417969,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 13:00,2024-01-10 00:00,2024-01-08 18:17,202401100000,WI,C,Y,1,EXT,FLZ747,132.90597534179688,2024-01-09 07:52,,,,,False,,,,,,,202401081817-KMLB-WWUS72-NPWMLB,
MLB,2024-01-09 18:15,2024-01-09 22:54,2024-01-09 18:15,202401100200,TO,C,A,6,CAN,FLC069,2999.386474609375,2024-01-09 22:54,,,,,False,,,,,,,202401091815-KMLB-WWUS62-WCNMLB,
MLB,2024-01-09 22:55,2024-01-09 23:45,2024-01-09 22:55,202401092345,SV,C,W,4,CON,FLC127,3181.331298828125,2024-01-09 23:08,,,,,False,,,,,,,202401092255-KMLB-WUUS52-SVRMLB,Sedlock
MLB,2024-01-09 23:04,2024-01-09 23:30,2024-01-09 23:04,202401092330,TO,C,W,4,NEW,FLC127,3181.331298828125,2024-01-09 23:04,,,,,False,,,,,,,202401092304-KMLB-WFUS52-TORMLB,15
MLB,2024-01-09 23:08,2024-01-09 23:45,2024-01-09 23:08,202401092345,TO,C,W,5,EXP,FLC127,3181.331298828125,2024-01-09 23:44,,,,,False,,,,,,,202401092308-KMLB-WFUS52-TORMLB,Heil
MLB,2024-01-09 23:08,2024-01-09 23:45,2024-01-09 23:08,202401092345,TO,C,W,5,EXP,FLC009,2741.7197265625,2024-01-09 23:44,,,,,False,,,,,,,202401092308-KMLB-WFUS52-TORMLB,Heil
MLB,2024-01-09 23:08,2024-01-09 23:31,2024-01-09 23:08,202401092345,TO,C,W,5,CAN,FLC117,894.225830078125,2024-01-09 23:31,,,,,False,,,,,,,202401092308-KMLB-WFUS52-TORMLB,Heil
TAE,2024-01-09 10:57,2024-01-09 11:30,2024-01-09 10:57,202401091130,TO,C,W,3,CON,FLC133,1596.6572265625,2024-01-09 11:10,,,,,False,,,,,,,202401091057-KTAE-WFUS52-TORTAE,11-MM
MLB,2024-01-16 07:36,2024-01-17 08:04,2024-01-16 07:36,202401170900,RP,C,S,1,CAN,FLZ447,446.071044921875,2024-01-17 08:04,,,,,False,,,,,,,202401160736-KMLB-WHUS42-CFWMLB,
TAE,2024-01-09 10:57,2024-01-09 11:30,2024-01-09 10:57,202401091130,TO,C,W,3,CON,FLC131,2759.863037109375,2024-01-09 11:10,,,,,False,,,,,,,202401091057-KTAE-WFUS52-TORTAE,11-MM
MLB,2024-01-16 05:35,2024-01-16 15:00,2024-01-16 05:35,202401161500,FG,C,Y,2,EXP,FLZ046,894.225830078125,2024-01-16 15:08,,,,,False,,,,,,,202401160535-KMLB-WWUS72-NPWMLB,
MLB,2024-01-16 07:36,2024-01-17 08:04,2024-01-16 07:36,202401170900,RP,C,S,1,CAN,FLZ647,453.6716003417969,2024-01-17 08:04,,,,,False,,,,,,,202401160736-KMLB-WHUS42-CFWMLB,
MLB,2024-01-16 05:35,2024-01-16 15:00,2024-01-16 05:35,202401161500,FG,C,Y,2,EXP,FLZ053,3908.38330078125,2024-01-16 15:08,,,,,False,,,,,,,202401160535-KMLB-WWUS72-NPWMLB,
MLB,2024-01-16 07:36,2024-01-17 08:04,2024-01-16 07:36,202401170900,RP,C,S,1,CAN,FLZ747,132.90597534179688,2024-01-17 08:04,,,,,False,,,,,,,202401160736-KMLB-WHUS42-CFWMLB,
MLB,2024-01-16 07:36,2024-01-17 08:04,2024-01-16 07:36,202401170900,RP,C,S,1,CAN,FLZ164,359.5745544433594,2024-01-17 08:04,,,,,False,,,,,,,202401160736-KMLB-WHUS42-CFWMLB,
MLB,2024-01-16 07:36,2024-01-17 08:04,2024-01-16 07:36,202401170900,RP,C,S,1,CAN,FLZ347,226.41384887695312,2024-01-17 08:04,,,,,False,,,,,,,202401160736-KMLB-WHUS42-CFWMLB,
MLB,2024-01-16 07:36,2024-01-17 08:04,2024-01-16 07:36,202401170900,RP,C,S,1,CAN,FLZ141,654.7750854492188,2024-01-17 08:04,,,,,False,,,,,,,202401160736-KMLB-WHUS42-CFWMLB,
MLB,2024-02-15 07:29,2024-02-17 09:00,2024-02-15 07:29,202402160900,RP,C,S,5,EXT,FLZ141,654.7750854492188,2024-02-16 06:45,,,,,False,,,,,,,202402150729-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:00,2024-01-17 14:00,2024-01-16 20:07,202401171200,WC,C,Y,1,CON,FLZ046,894.225830078125,2024-01-16 23:00,,,,,False,,,,,,,202401162007-KMLB-WWUS42-WSWMLB,
MLB,2024-02-15 07:29,2024-02-17 09:00,2024-02-15 07:29,202402160900,RP,C,S,5,EXT,FLZ159,386.3283996582031,2024-02-16 06:45,,,,,False,,,,,,,202402150729-KMLB-WHUS42-CFWMLB,
MLB,2024-02-15 07:29,2024-02-17 09:00,2024-02-15 07:29,202402160900,RP,C,S,5,EXT,FLZ164,359.5745544433594,2024-02-16 06:45,,,,,False,,,,,,,202402150729-KMLB-WHUS42-CFWMLB,
MLB,2024-02-15 07:29,2024-02-17 09:00,2024-02-15 07:29,202402160900,RP,C,S,5,EXT,FLZ447,446.071044921875,2024-02-16 06:45,,,,,False,,,,,,,202402150729-KMLB-WHUS42-CFWMLB,
JAX,2024-01-09 19:15,2024-01-09 19:45,2024-01-09 19:15,202401091945,SV,C,W,15,NEW,FLC007,777.7763671875,2024-01-09 19:15,,,,,False,,,,,,,202401091915-KJAX-WUUS52-SVRJAX,AB
JAX,2024-01-09 19:15,2024-01-09 19:45,2024-01-09 19:15,202401091945,SV,C,W,15,NEW,FLC019,1668.6431884765625,2024-01-09 19:15,,,,,False,,,,,,,202401091915-KJAX-WUUS52-SVRJAX,AB
JAX,2024-01-09 19:15,2024-01-09 19:45,2024-01-09 19:15,202401091945,SV,C,W,15,NEW,FLC031,2169.6953125,2024-01-09 19:15,,,,,False,,,,,,,202401091915-KJAX-WUUS52-SVRJAX,AB
JAX,2024-01-09 19:15,2024-01-09 19:45,2024-01-09 19:15,202401091945,SV,C,W,15,NEW,FLC107,2145.40771484375,2024-01-09 19:15,,,,,False,,,,,,,202401091915-KJAX-WUUS52-SVRJAX,AB
MLB,2024-01-17 08:00,2024-01-17 14:00,2024-01-16 20:07,202401171200,WC,C,Y,1,CON,FLZ144,1386.970458984375,2024-01-16 23:00,,,,,False,,,,,,,202401162007-KMLB-WWUS42-WSWMLB,
MLB,2024-01-17 08:00,2024-01-17 14:00,2024-01-16 23:00,202401171400,WC,C,Y,1,EXA,FLZ141,654.7750854492188,2024-01-16 23:00,,,,,False,,,,,,,202401162300-KMLB-WWUS42-WSWMLB,
MLB,2024-01-17 08:00,2024-01-17 14:00,2024-01-16 20:07,202401171200,WC,C,Y,1,CON,FLZ044,1612.4522705078125,2024-01-16 23:00,,,,,False,,,,,,,202401162007-KMLB-WWUS42-WSWMLB,
TAE,2024-02-22 15:00,2024-02-24 10:00,2024-02-22 08:10,202402230300,RP,C,S,13,EXP,FLZ112,1188.4771728515625,2024-02-24 10:06,,,,,False,,,,,,,202402220810-KTAE-WHUS42-CFWTAE,
MLB,2024-01-20 09:00,2024-01-21 07:59,2024-01-20 06:52,202401210900,BH,C,S,4,CAN,FLZ347,226.41384887695312,2024-01-21 07:59,,,,,False,,,,,,,202401200652-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:00,2024-01-17 14:00,2024-01-16 20:07,202401171200,WC,C,Y,1,CON,FLZ041,2526.55712890625,2024-01-16 23:00,,,,,False,,,,,,,202401162007-KMLB-WWUS42-WSWMLB,
MLB,2024-01-17 08:04,2024-01-18 00:00,2024-01-17 08:04,202401180000,BH,C,S,3,NEW,FLZ647,453.6716003417969,2024-01-17 08:04,,,,,False,,,,,,,202401170804-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:00,2024-01-17 14:00,2024-01-16 20:07,202401171200,WC,C,Y,1,CON,FLZ045,2604.071533203125,2024-01-16 23:00,,,,,False,,,,,,,202401162007-KMLB-WWUS42-WSWMLB,
MLB,2024-01-17 08:04,2024-01-18 00:00,2024-01-17 08:04,202401180000,BH,C,S,3,NEW,FLZ347,226.41384887695312,2024-01-17 08:04,,,,,False,,,,,,,202401170804-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:04,2024-01-18 00:00,2024-01-17 08:04,202401180000,BH,C,S,3,NEW,FLZ141,654.7750854492188,2024-01-17 08:04,,,,,False,,,,,,,202401170804-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:04,2024-01-18 00:00,2024-01-17 08:04,202401180000,BH,C,S,3,NEW,FLZ447,446.071044921875,2024-01-17 08:04,,,,,False,,,,,,,202401170804-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:04,2024-01-18 00:00,2024-01-17 08:04,202401180000,BH,C,S,3,NEW,FLZ164,359.5745544433594,2024-01-17 08:04,,,,,False,,,,,,,202401170804-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:04,2024-01-18 00:00,2024-01-17 08:04,202401180000,BH,C,S,3,NEW,FLZ154,423.17010498046875,2024-01-17 08:04,,,,,False,,,,,,,202401170804-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:04,2024-01-18 00:00,2024-01-17 08:04,202401180000,BH,C,S,3,NEW,FLZ747,132.90597534179688,2024-01-17 08:04,,,,,False,,,,,,,202401170804-KMLB-WHUS42-CFWMLB,
MLB,2024-01-17 08:04,2024-01-18 00:00,2024-01-17 08:04,202401180000,BH,C,S,3,NEW,FLZ159,386.3283996582031,2024-01-17 08:04,,,,,False,,,,,,,202401170804-KMLB-WHUS42-CFWMLB,
MLB,2024-01-20 09:00,2024-01-21 07:59,2024-01-20 06:52,202401210900,BH,C,S,4,CAN,FLZ647,453.6716003417969,2024-01-21 07:59,,,,,False,,,,,,,202401200652-KMLB-WHUS42-CFWMLB,
TAE,2024-01-09 16:14,2024-01-09 17:01,2024-01-09 16:14,202401091745,SV,C,W,15,CAN,FLC129,1593.6146240234375,2024-01-09 17:01,,,,,False,,,,,,,202401091614-KTAE-WUUS52-SVRTAE,71-BUNKER
MLB,2024-02-15 07:29,2024-02-17 09:00,2024-02-15 07:29,202402160900,RP,C,S,5,EXT,FLZ647,453.6716003417969,2024-02-16 06:45,,,,,False,,,,,,,202402150729-KMLB-WHUS42-CFWMLB,
MLB,2024-02-15 07:29,2024-02-17 09:00,2024-02-15 07:29,202402160900,RP,C,S,5,EXT,FLZ347,226.41384887695312,2024-02-16 06:45,,,,,False,,,,,,,202402150729-KMLB-WHUS42-CFWMLB,
MLB,2024-02-15 07:29,2024-02-17 09:00,2024-02-15 07:29,202402160900,RP,C,S,5,EXT,FLZ747,132.90597534179688,2024-02-16 06:45,,,,,False,,,,,,,202402150729-KMLB-WHUS42-CFWMLB,
MLB,2024-02-15 07:29,2024-02-17 09:00,2024-02-15 07:29,202402160900,RP,C,S,5,EXT,FLZ154,423.17010498046875,2024-02-16 06:45,,,,,False,,,,,,,202402150729-KMLB-WHUS42-CFWMLB,
MLB,2024-02-18 21:00,2024-02-19 12:00,2024-02-18 14:36,202402191200,WI,C,Y,3,NEW,FLZ647,453.6716003417969,2024-02-18 14:36,,,,,False,,,,,,,202402181436-KMLB-WWUS72-NPWMLB,
MLB,2024-02-18 21:00,2024-02-19 12:00,2024-02-18 14:36,202402191200,WI,C,Y,3,NEW,FLZ447,446.071044921875,2024-02-18 14:36,,,,,False,,,,,,,202402181436-KMLB-WWUS72-NPWMLB,
MLB,2024-02-18 21:00,2024-02-19 12:00,2024-02-18 14:36,202402191200,WI,C,Y,3,NEW,FLZ141,654.7750854492188,2024-02-18 14:36,,,,,False,,,,,,,202402181436-KMLB-WWUS72-NPWMLB,
TAE,2024-02-12 13:44,2024-02-12 15:00,2024-02-12 13:44,202402121500,TO,C,A,22,EXP,FLC013,1489.1820068359375,2024-02-12 15:01,,,,,False,,,,,,,202402121344-KTAE-WWUS62-WCNTAE,
TAE,2024-02-24 10:06,2024-02-25 06:00,2024-02-24 10:06,202402250600,RP,C,S,14,CON,FLZ108,535.8626708984375,2024-02-24 10:06,,,,,False,,,,,,,202402241006-KTAE-WHUS42-CFWTAE,
TAE,2024-02-12 13:34,2024-02-12 15:00,2024-02-12 13:34,202402121500,SV,C,W,25,CON,FLC133,1596.6572265625,2024-02-12 14:26,,,,,False,,,,,,,202402121334-KTAE-WUUS52-SVRTAE,73-YOUNG
TAE,2024-02-12 13:34,2024-02-12 15:00,2024-02-12 13:34,202402121500,SV,C,W,25,CON,FLC005,1991.4127197265625,2024-02-12 14:26,,,,,False,,,,,,,202402121334-KTAE-WUUS52-SVRTAE,73-YOUNG
TAE,2024-02-12 13:34,2024-02-12 15:00,2024-02-12 13:34,202402121500,SV,C,W,25,CON,FLC063,2443.773193359375,2024-02-12 14:26,,,,,False,,,,,,,202402121334-KTAE-WUUS52-SVRTAE,73-YOUNG
TAE,2024-02-12 13:59,2024-02-12 16:00,2024-02-12 13:59,202402121600,FA,C,Y,10,NEW,FLC131,2759.863037109375,2024-02-12 13:59,00000,N,ER,OO,False,,,,,,,202402121359-KTAE-WGUS82-FLSTAE,42-DVD
TAE,2024-02-24 10:06,2024-02-25 06:00,2024-02-24 10:06,202402250600,RP,C,S,14,CON,FLZ112,1188.4771728515625,2024-02-24 10:06,,,,,False,,,,,,,202402241006-KTAE-WHUS42-CFWTAE,
TAE,2024-01-12 15:00,2024-01-13 00:00,2024-01-11 19:57,202401130000,WI,C,Y,3,CON,FLZ007,1078.3753662109375,2024-01-12 19:04,,,,,False,,,,,,,202401111957-KTAE-WWUS72-NPWTAE,
TAE,2024-01-12 15:00,2024-01-13 00:00,2024-01-11 19:57,202401130000,WI,C,Y,3,CON,FLZ008,1145.6214599609375,2024-01-12 19:04,,,,,False,,,,,,,202401111957-KTAE-WWUS72-NPWTAE,
TAE,2024-01-12 15:00,2024-01-13 00:00,2024-01-11 19:57,202401130000,WI,C,Y,3,CON,FLZ009,1266.7984619140625,2024-01-12 19:04,,,,,False,,,,,,,202401111957-KTAE-WWUS72-NPWTAE,
TAE,2024-01-06 08:11,2024-01-06 10:15,2024-01-06 08:11,202401061015,FA,C,Y,2,NEW,FLC129,1593.6146240234375,2024-01-06 08:11,00000,N,ER,OO,False,,,,,,,202401060811-KTAE-WGUS82-FLSTAE,Haner
TBW,2024-01-06 06:00,2024-01-07 00:00,2024-01-05 19:10,202401070000,RP,C,S,2,CON,FLZ165,792.4913330078125,2024-01-06 01:41,,,,,False,,,,,,,202401051910-KTBW-WHUS42-CFWTBW,
KEY,2024-02-05 16:57,2024-02-06 11:00,2024-02-05 16:57,202402061100,CF,C,S,2,NEW,FLZ076,130.48358154296875,2024-02-05 16:57,,,,,False,,,,,,,202402051657-KKEY-WHUS42-CFWKEY,CLR
JAX,2024-01-09 19:44,2024-01-09 20:12,2024-01-09 19:44,202401092045,SV,C,W,17,CAN,FLC125,647.49658203125,2024-01-09 20:12,,,,,False,,,,,,,202401091944-KJAX-WUUS52-SVRJAX,AB
JAX,2024-01-09 19:44,2024-01-09 20:12,2024-01-09 19:44,202401092045,SV,C,W,17,CAN,FLC003,1526.6851806640625,2024-01-09 20:12,,,,,False,,,,,,,202401091944-KJAX-WUUS52-SVRJAX,AB
TAE,2024-02-12 18:00,2024-02-13 16:00,2024-02-11 19:11,202402131600,SU,C,Y,6,CON,FLZ114,404.1982116699219,2024-02-13 08:00,,,,,False,,,,,,,202402111911-KTAE-WHUS42-CFWTAE,
MOB,2024-02-12 18:00,2024-02-13 10:08,2024-02-11 18:37,202402131200,SU,C,Y,5,CAN,FLZ204,366.255126953125,2024-02-13 10:08,,,,,False,,,,,,,202402111837-KMOB-WHUS44-CFWMOB,
JAX,2024-02-20 07:00,2024-02-19 18:29,2024-02-19 07:48,202402201300,FZ,C,A,7,UPG,FLZ222,1161.303955078125,2024-02-19 18:29,,,,,False,,,,,,,202402190748-KJAX-WWUS72-NPWJAX,
TAE,2024-02-25 17:03,2024-02-26 04:00,2024-02-25 17:03,202402260400,RP,C,S,15,NEW,FLZ108,535.8626708984375,2024-02-25 17:03,,,,,False,,,,,,,202402251703-KTAE-WHUS42-CFWTAE,
TAE,2024-02-25 17:03,2024-02-26 04:00,2024-02-25 17:03,202402260400,RP,C,S,15,NEW,FLZ112,1188.4771728515625,2024-02-25 17:03,,,,,False,,,,,,,202402251703-KTAE-WHUS42-CFWTAE,
TAE,2024-02-25 17:03,2024-02-26 04:00,2024-02-25 17:03,202402260400,RP,C,S,15,NEW,FLZ114,404.1982116699219,2024-02-25 17:03,,,,,False,,,,,,,202402251703-KTAE-WHUS42-CFWTAE,
TBW,2024-08-01 16:00,2024-08-01 22:00,2024-08-01 07:45,202408012200,HT,C,Y,6,NEW,FLZ052,5213.67724609375,2024-08-01 07:45,,,,,False,,,,,,,202408010745-KTBW-WWUS72-NPWTBW,
TAE,2024-05-06 07:47,2024-05-06 13:00,2024-05-06 07:47,202405061300,FG,C,Y,15,EXP,FLZ007,1078.3753662109375,2024-05-06 12:55,,,,,False,,,,,,,202405060747-KTAE-WWUS72-NPWTAE,DR
TAE,2024-05-06 07:47,2024-05-06 13:00,2024-05-06 07:47,202405061300,FG,C,Y,15,EXP,FLZ008,1145.6214599609375,2024-05-06 12:55,,,,,False,,,,,,,202405060747-KTAE-WWUS72-NPWTAE,DR
TAE,2024-05-06 07:47,2024-05-06 13:00,2024-05-06 07:47,202405061300,FG,C,Y,15,EXP,FLZ009,1266.7984619140625,2024-05-06 12:55,,,,,False,,,,,,,202405060747-KTAE-WWUS72-NPWTAE,DR
TAE,2024-05-06 07:47,2024-05-06 13:00,2024-05-06 07:47,202405061300,FG,C,Y,15,EXP,FLZ034,1212.5528564453125,2024-05-06 12:55,,,,,False,,,,,,,202405060747-KTAE-WWUS72-NPWTAE,DR
TAE,2024-05-06 07:47,2024-05-06 13:00,2024-05-06 07:47,202405061300,FG,C,Y,15,EXP,FLZ112,1188.4771728515625,2024-05-06 12:55,,,,,False,,,,,,,202405060747-KTAE-WWUS72-NPWTAE,DR
TBW,2024-08-01 16:00,2024-08-01 22:00,2024-08-01 07:45,202408012200,HT,C,Y,6,NEW,FLZ139,967.8929443359375,2024-08-01 07:45,,,,,False,,,,,,,202408010745-KTBW-WWUS72-NPWTBW,
MFL,2024-01-26 06:35,2024-01-28 00:00,2024-01-26 06:35,202401280000,RP,C,S,7,EXP,FLZ168,297.02288818359375,2024-01-27 23:59,,,,,False,,,,,,,202401260635-KMFL-WHUS42-CFWMFL,
MFL,2024-01-26 06:35,2024-01-28 00:00,2024-01-26 06:35,202401280000,RP,C,S,7,EXP,FLZ172,195.8022003173828,2024-01-27 23:59,,,,,False,,,,,,,202401260635-KMFL-WHUS42-CFWMFL,
JAX,2024-02-18 12:00,2024-02-20 08:00,2024-02-18 06:51,202402200900,RP,C,S,4,CAN,FLZ133,680.9476928710938,2024-02-20 08:00,,,,,False,,,,,,,202402180651-KJAX-WHUS42-CFWJAX,
JAX,2024-01-09 18:27,2024-01-09 19:30,2024-01-09 18:27,202401091930,SV,C,W,8,EXP,FLC125,647.49658203125,2024-01-09 19:25,,,,,False,,,,,,,202401091827-KJAX-WUUS52-SVRJAX,AB
TAE,2024-02-04 08:04,2024-02-04 20:39,2024-02-03 23:58,202402042100,WI,C,Y,4,CAN,FLZ114,404.1982116699219,2024-02-04 20:39,,,,,False,,,,,,,202402032358-KTAE-WWUS72-NPWTAE,DVD
TAE,2024-02-04 08:04,2024-02-04 20:39,2024-02-03 23:58,202402042100,WI,C,Y,4,CAN,FLZ108,535.8626708984375,2024-02-04 20:39,,,,,False,,,,,,,202402032358-KTAE-WWUS72-NPWTAE,DVD
